"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_00219","2025-05-07","LinkedIn","Short","Synthetic social media update","#learning #technology","25608","62002","1156","184","164","11524","40","13","neutral","15"
"post_00220","2025-02-26","X/Twitter","Video","Synthetic social media update","#growth #marketing","5749","13315","435","66","53","10684","15","5","neutral","19"
"post_00221","2025-07-08","LinkedIn","Short","Synthetic social media update","#community #news","7777","11877","767","33","107","12268","24","8","negative","3"
"post_00222","2025-05-07","Facebook","Live","Synthetic social media update","#business #news","28260","70215","2325","213","286","11524","76","25","positive","17"
"post_00223","2025-04-15","LinkedIn","Carousel","Synthetic social media update","#analytics #technology","10821","17344","665","104","92","11260","23","8","negative","11"
"post_00224","2025-12-20","X/Twitter","Image","Synthetic social media update","#business #technology","8886","12125","487","30","67","14248","16","5","negative","23"
"post_00225","2025-03-19","LinkedIn","Text","Synthetic social media update","#marketing #news","11075","23158","808","130","34","10936","28","9","negative","12"
"post_00226","2025-04-23","LinkedIn","Short","Synthetic social media update","#learning #community","18470","38283","1291","189","171","11356","44","15","positive","20"
"post_00227","2025-02-27","Instagram","Reel","Synthetic social media update","#community #news","12156","28737","940","105","39","10696","31","10","negative","15"
"post_00228","2025-08-26","Facebook","Text","Synthetic social media update","#growth #business","17207","36066","975","84","104","12856","32","11","negative","19"
"post_00229","2025-10-18","X/Twitter","Video","Synthetic social media update","#growth #technology","7555","10830","705","129","28","13492","25","8","negative","18"
"post_00230","2025-10-21","YouTube","Video","Synthetic social media update","#learning #analytics","26067","43167","2841","267","404","13528","93","31","positive","18"
"post_00231","2025-02-09","X/Twitter","Video","Synthetic social media update","#community #news","29666","56702","2688","275","384","10480","89","30","positive","6"
"post_00232","2025-04-06","Instagram","Video","Synthetic social media update","#technology #analytics","6873","13393","477","94","63","11152","17","6","negative","14"
"post_00233","2025-11-15","YouTube","Live","Synthetic social media update","#community #marketing","29573","38075","1311","111","94","13828","43","14","positive","13"
"post_00234","2026-03-30","Facebook","Video","Synthetic social media update","#growth #marketing","21737","50093","2344","232","128","11068","77","26","negative","11"
"post_00235","2025-07-03","Instagram","Reel","Synthetic social media update","#analytics #business","17363","22659","1312","93","106","12208","42","14","negative","8"
"post_00236","2025-01-01","Facebook","Carousel","Synthetic social media update","#news #community","2619","3222","227","36","13","10012","8","3","negative","19"
"post_00237","2025-08-06","Instagram","Short","Synthetic social media update","#community #marketing","8888","11988","823","139","53","12616","29","10","negative","5"
"post_00238","2025-02-26","X/Twitter","Live","Synthetic social media update","#analytics #technology","6555","12400","552","94","19","10684","19","6","positive","9"
"post_00239","2026-03-25","LinkedIn","Video","Synthetic social media update","#learning #news","17572","41456","1148","64","114","11008","36","12","negative","0"
"post_00240","2025-04-17","Instagram","Video","Synthetic social media update","#technology #news","29710","61683","1684","126","188","11284","54","18","negative","18"
"post_00241","2025-12-13","LinkedIn","Video","Synthetic social media update","#growth #marketing","8227","16097","381","50","24","14164","13","4","negative","9"
"post_00242","2026-02-10","X/Twitter","Text","Synthetic social media update","#community #technology","24867","42545","1917","329","86","10492","67","22","neutral","19"
"post_00243","2025-11-08","YouTube","Reel","Synthetic social media update","#business #learning","29872","39034","3195","449","101","13744","109","36","positive","20"
"post_00244","2025-07-29","Instagram","Carousel","Synthetic social media update","#analytics #community","19999","36341","693","95","57","12520","24","8","negative","8"
"post_00245","2026-02-05","LinkedIn","Live","Synthetic social media update","#news #learning","4351","6176","312","35","32","10432","10","3","neutral","9"
"post_00246","2025-08-20","Instagram","Video","Synthetic social media update","#marketing #news","3788","9053","261","31","14","12784","9","3","negative","6"
"post_00247","2025-09-19","Facebook","Video","Synthetic social media update","#business #news","27585","69814","2375","213","72","13144","78","26","negative","18"
"post_00248","2026-03-23","Facebook","Text","Synthetic social media update","#business #community","28573","73633","2803","238","444","10984","91","30","negative","11"
"post_00249","2025-08-22","Instagram","Short","Synthetic social media update","#business #analytics","11107","22912","654","123","71","12808","23","8","negative","4"
"post_00250","2025-09-16","Facebook","Reel","Synthetic social media update","#growth #news","23972","46660","1352","194","95","13108","46","15","positive","9"
"post_00251","2025-04-07","Facebook","Text","Synthetic social media update","#analytics #learning","13177","31397","485","52","31","11164","16","5","neutral","5"
"post_00252","2025-04-04","Facebook","Video","Synthetic social media update","#community #marketing","23419","39045","1659","250","160","11128","57","19","neutral","13"
"post_00253","2025-12-18","X/Twitter","Carousel","Synthetic social media update","#marketing #news","6704","9968","500","90","49","14224","18","6","negative","14"
"post_00254","2025-04-03","LinkedIn","Reel","Synthetic social media update","#analytics #news","8604","13395","304","34","27","11116","10","3","neutral","6"
"post_00255","2026-03-02","X/Twitter","Short","Synthetic social media update","#growth #marketing","28976","50209","1020","77","54","10732","33","11","neutral","6"
"post_00256","2025-10-17","Instagram","Live","Synthetic social media update","#analytics #business","19625","28919","1384","69","191","13480","44","15","negative","20"
"post_00257","2025-04-06","LinkedIn","Image","Synthetic social media update","#marketing #analytics","2199","2990","107","5","12","11152","3","1","positive","16"
"post_00258","2025-01-27","YouTube","Video","Synthetic social media update","#learning #marketing","18990","44499","732","140","23","10324","26","9","positive","3"
"post_00259","2025-06-02","X/Twitter","Image","Synthetic social media update","#marketing #learning","29539","73782","1046","208","96","11836","38","13","negative","18"
"post_00260","2025-01-02","X/Twitter","Video","Synthetic social media update","#news #marketing","2537","4217","83","11","8","10024","3","1","neutral","17"
"post_00261","2025-01-08","Facebook","Image","Synthetic social media update","#business #news","7481","12715","468","85","69","10096","17","6","negative","12"
"post_00262","2025-09-14","Instagram","Image","Synthetic social media update","#technology #growth","16287","25014","1151","187","55","13084","40","13","positive","23"
"post_00263","2025-04-21","Facebook","Text","Synthetic social media update","#technology #marketing","21349","26139","1386","268","197","11332","50","17","neutral","14"
"post_00264","2025-08-17","Facebook","Text","Synthetic social media update","#business #community","4347","9476","388","55","35","12748","13","4","positive","13"
"post_00265","2025-03-27","Instagram","Image","Synthetic social media update","#growth #analytics","6574","15858","699","96","40","11032","24","8","neutral","13"
"post_00266","2025-05-03","Facebook","Carousel","Synthetic social media update","#learning #marketing","15142","38792","993","181","120","11476","35","12","neutral","18"
"post_00267","2025-07-23","Instagram","Live","Synthetic social media update","#community #technology","1977","4997","84","8","13","12448","3","1","negative","18"
"post_00268","2026-01-30","YouTube","Reel","Synthetic social media update","#growth #community","23759","34046","1012","114","71","10360","34","11","neutral","17"
"post_00269","2026-01-13","X/Twitter","Live","Synthetic social media update","#community #business","10265","20925","334","19","24","10156","11","4","neutral","16"
"post_00270","2026-01-24","LinkedIn","Reel","Synthetic social media update","#news #analytics","4759","8097","209","15","16","10288","7","2","negative","0"
"post_00271","2025-09-25","X/Twitter","Video","Synthetic social media update","#growth #community","20675","41355","2229","101","251","13216","70","23","positive","7"
"post_00272","2026-03-28","Facebook","Reel","Synthetic social media update","#marketing #community","28793","52644","2456","105","207","11044","77","26","positive","0"
"post_00273","2025-01-22","Instagram","Carousel","Synthetic social media update","#marketing #technology","28016","54548","2911","490","285","10264","102","34","positive","14"
